,movie,popularity,production_budget,domestic_gross,worldwide_gross,release_month,movie_id,primary_title,start_year,runtime_minutes,averagerating,numvotes,genre_list,genre_rating
4299,The Ghost Writer,7.829,45000000,15541549,65532491,2,tt1139328,The Ghost Writer,2010,128.0,7.2,148274.0,Drama,6.446254071661252
4301,The Switch,7.745,19000000,27758465,49858465,8,tt0889573,The Switch,2010,101.0,6.1,90661.0,Drama,6.446254071661252
4302,Cyrus,7.735,7000000,7468936,10062896,6,tt1336617,Cyrus,2010,91.0,6.3,32457.0,Drama,6.446254071661252
4303,Biutiful,7.697,35000000,5101237,24687524,12,tt1164999,Biutiful,2010,148.0,7.5,80382.0,Drama,6.446254071661252
4304,Somewhere,7.596,7000000,1785645,17023121,12,tt1421051,Somewhere,2010,97.0,6.3,40250.0,Drama,6.446254071661252
4305,Country Strong,7.567,15000000,20218921,20601987,12,tt1555064,Country Strong,2010,117.0,6.3,16296.0,Drama,6.446254071661252
4306,Conviction,7.51,12500000,6797696,11826980,10,tt1244754,Conviction,2010,107.0,7.2,39771.0,Drama,6.446254071661252
4307,Barney's Version,7.357,30000000,7502560,8845575,1,tt1423894,Barney's Version,2010,134.0,7.3,23058.0,Drama,6.446254071661252
4308,Barney's Version,7.357,30000000,7502560,8845575,1,tt1423894,Barney's Version,2010,134.0,7.3,23058.0,Drama,6.446254071661252
4309,Meek's Cutoff,7.309,2000000,977772,1869928,10,tt1518812,Meek's Cutoff,2010,104.0,6.6,10439.0,Drama,6.446254071661252
4310,Made in Dagenham,7.275,8000000,1095369,15644196,11,tt1371155,Made in Dagenham,2010,113.0,7.2,13121.0,Drama,6.446254071661252
4311,Hesher,7.14,7000000,382946,382946,1,tt1403177,Hesher,2010,106.0,7.0,48483.0,Drama,6.446254071661252
4312,The Killer Inside Me,7.087000000000001,13000000,217277,3617277,4,tt0954947,The Killer Inside Me,2010,109.0,6.1,31727.0,Drama,6.446254071661252
4314,Tiny Furniture,6.695,50000,391674,424149,11,tt1570989,Tiny Furniture,2010,98.0,6.2,13397.0,Drama,6.446254071661252
4318,Extraordinary Measures,6.3,31000000,12482741,15826984,1,tt1244659,Extraordinary Measures,2010,106.0,6.5,15673.0,Drama,6.446254071661252
4322,You Will Meet a Tall Dark Stranger,6.209,15000000,3247816,34247816,5,tt1182350,You Will Meet a Tall Dark Stranger,2010,98.0,6.3,41608.0,Drama,6.446254071661252
4324,Kites,6.058,9200000,1685269,17155193,5,tt1198101,Kites,2010,123.0,6.1,11353.0,Drama,6.446254071661252
4325,Please Give,5.945,3000000,4033574,4570178,1,tt0878835,Please Give,2010,87.0,6.6,10652.0,Drama,6.446254071661252
4326,The Reef,5.172999999999999,10000000,0,15037867,5,tt1320291,The Reef,2010,94.0,5.8,15194.0,Drama,6.446254071661252
4337,Circle,2.5869999999999997,2000000,10024,10024,9,tt3118452,Circle,2015,87.0,6.0,30645.0,Drama,6.446254071661252
4338,Circle,7.8389999999999995,2000000,10024,10024,5,tt3118452,Circle,2015,87.0,6.0,30645.0,Drama,6.446254071661252
4342,Contagion,2.178,60000000,75658097,137551594,3,tt1598778,Contagion,2011,106.0,6.6,201536.0,Drama,6.446254071661252
4343,Contagion,10.444,60000000,75658097,137551594,9,tt1598778,Contagion,2011,106.0,6.6,201536.0,Drama,6.446254071661252
4355,The Gift,1.304,10000000,12008642,44567606,4,tt4178092,The Gift,2015,108.0,7.1,123834.0,Drama,6.446254071661252
4361,The Gift,1.304,5000000,43787265,58978477,4,tt4178092,The Gift,2015,108.0,7.1,123834.0,Drama,6.446254071661252
4367,The Gift,0.6,10000000,12008642,44567606,7,tt4178092,The Gift,2015,108.0,7.1,123834.0,Drama,6.446254071661252
4373,The Gift,0.6,5000000,43787265,58978477,7,tt4178092,The Gift,2015,108.0,7.1,123834.0,Drama,6.446254071661252
4379,The Gift,12.097000000000001,10000000,12008642,44567606,8,tt4178092,The Gift,2015,108.0,7.1,123834.0,Drama,6.446254071661252
4385,The Gift,12.097000000000001,5000000,43787265,58978477,8,tt4178092,The Gift,2015,108.0,7.1,123834.0,Drama,6.446254071661252
4391,The Gift,0.631,10000000,12008642,44567606,6,tt4178092,The Gift,2015,108.0,7.1,123834.0,Drama,6.446254071661252
4397,The Gift,0.631,5000000,43787265,58978477,6,tt4178092,The Gift,2015,108.0,7.1,123834.0,Drama,6.446254071661252
4402,Logan,0.9640000000000001,127000000,226277068,615461394,9,tt3315342,Logan,2017,137.0,8.1,560270.0,Drama,6.446254071661252
4404,Logan,45.0,127000000,226277068,615461394,3,tt3315342,Logan,2017,137.0,8.1,560270.0,Drama,6.446254071661252
4409,Trash,0.6,12000000,17484,6553186,11,tt1921149,Trash,2014,114.0,7.2,18690.0,Drama,6.446254071661252
4410,Trash,7.178999999999999,12000000,17484,6553186,10,tt1921149,Trash,2014,114.0,7.2,18690.0,Drama,6.446254071661252
4411,Rise of the Planet of the Apes,22.995,93000000,176760185,470986200,8,tt1318514,Rise of the Planet of the Apes,2011,105.0,7.6,473020.0,Drama,6.446254071661252
4412,In Time,18.912,35000000,37553932,165103952,10,tt1637688,In Time,2011,109.0,6.7,346077.0,Drama,6.446254071661252
4413,The Girl with the Dragon Tattoo,17.823,90000000,102515793,239373970,12,tt1568346,The Girl with the Dragon Tattoo,2011,158.0,7.8,387580.0,Drama,6.446254071661252
4415,Drive,15.875,15000000,35060689,81357930,9,tt0780504,Drive,2011,100.0,7.8,521495.0,Drama,6.446254071661252
4416,Warrior,15.478,25000000,13657115,24215385,9,tt1291584,Warrior,2011,140.0,8.2,403755.0,Drama,6.446254071661252
4417,Moneyball,15.392999999999999,50000000,75605492,111300835,9,tt1210166,Moneyball,2011,133.0,7.6,326657.0,Drama,6.446254071661252
4419,Real Steel,14.811,110000000,85463309,263880341,10,tt0433035,Real Steel,2011,127.0,7.1,283534.0,Drama,6.446254071661252
4420,Immortals,14.774000000000001,75000000,83504017,211562435,11,tt1253864,Immortals,2011,110.0,6.0,152992.0,Drama,6.446254071661252
4422,Source Code,13.495,32000000,54712227,140428499,4,tt0945513,Source Code,2011,93.0,7.5,452036.0,Drama,6.446254071661252
4423,Shame,13.152000000000001,6500000,4002293,20412841,12,tt1723811,Shame,2011,101.0,7.2,171353.0,Drama,6.446254071661252
4424,The Grey,12.942,25000000,51580136,81249176,1,tt1601913,The Grey,2011,117.0,6.8,228798.0,Drama,6.446254071661252
4425,The Grey,12.942,25000000,51580136,81249176,1,tt1601913,The Grey,2011,117.0,6.8,228798.0,Drama,6.446254071661252
4426,Hugo,12.936,180000000,73864507,180047784,11,tt0970179,Hugo,2011,126.0,7.5,284869.0,Drama,6.446254071661252
4427,The Debt,12.697000000000001,20000000,31177548,46604054,8,tt1226753,The Debt,2010,113.0,6.9,61046.0,Drama,6.446254071661252
4428,The Help,12.597999999999999,25000000,169705587,213120004,8,tt1454029,The Help,2011,146.0,8.1,392699.0,Drama,6.446254071661252
4429,50/50,12.450999999999999,8000000,35016118,41334735,9,tt1306980,50/50,2011,100.0,7.7,300475.0,Drama,6.446254071661252
4430,My Week with Marilyn,12.081,10000000,14597405,34240572,11,tt1655420,My Week with Marilyn,2011,99.0,7.0,79337.0,Drama,6.446254071661252
4433,The Rum Diary,12.011,45000000,13109815,21544732,10,tt0376136,The Rum Diary,2011,119.0,6.2,94787.0,Drama,6.446254071661252
4434,We Need to Talk About Kevin,11.964,7000000,1738692,10765283,12,tt1242460,We Need to Talk About Kevin,2011,112.0,7.5,123619.0,Drama,6.446254071661252
4435,We Need to Talk About Kevin,11.964,7000000,1738692,10765283,12,tt1242460,We Need to Talk About Kevin,2011,112.0,7.5,123619.0,Drama,6.446254071661252
4436,Trespass,11.909,35000000,16816,786532,10,tt1674784,Trespass,2011,91.0,5.3,39404.0,Drama,6.446254071661252
4437,The Lincoln Lawyer,11.812000000000001,40000000,58009200,87145086,3,tt1189340,The Lincoln Lawyer,2011,118.0,7.3,196109.0,Drama,6.446254071661252
4438,The Tree of Life,11.569,35000000,13305665,61721826,5,tt0478304,The Tree of Life,2011,139.0,6.8,156266.0,Drama,6.446254071661252
4439,Super,11.36,2500000,327716,593933,3,tt1512235,Super,2010,96.0,6.8,70604.0,Drama,6.446254071661252
4441,Take Me Home Tonight,11.321,19000000,6928068,7576604,3,tt0810922,Take Me Home Tonight,2011,97.0,6.3,48393.0,Drama,6.446254071661252
4442,Take Shelter,11.235999999999999,4750000,1728953,4972016,9,tt1675192,Take Shelter,2011,121.0,7.4,83200.0,Drama,6.446254071661252
4443,Melancholia,11.123,9400000,3030848,21817298,11,tt1527186,Melancholia,2011,135.0,7.2,153434.0,Drama,6.446254071661252
4444,Tinker Tailor Soldier Spy,10.831,21000000,24149393,81452811,12,tt1340800,Tinker Tailor Soldier Spy,2011,122.0,7.1,174890.0,Drama,6.446254071661252
4445,Dolphin Tale,10.679,37000000,72286779,96068724,9,tt1564349,Dolphin Tale,2011,113.0,6.9,20746.0,Drama,6.446254071661252
4446,Colombiana,10.584000000000001,40000000,36665854,72295262,8,tt1657507,Colombiana,2011,108.0,6.4,87659.0,Drama,6.446254071661252
4450,Legend,10.542,25000000,15502112,23506237,4,tt3569230,Legend,2015,132.0,7.0,138947.0,Drama,6.446254071661252
4452,Legend,10.542,25000000,1872994,42425450,4,tt3569230,Legend,2015,132.0,7.0,138947.0,Drama,6.446254071661252
4454,Legend,10.542,25000000,15502112,23506237,4,tt3569230,Legend,2015,132.0,7.0,138947.0,Drama,6.446254071661252
4456,Legend,10.542,25000000,1872994,42425450,4,tt3569230,Legend,2015,132.0,7.0,138947.0,Drama,6.446254071661252
4458,Legend,10.195,25000000,15502112,23506237,11,tt3569230,Legend,2015,132.0,7.0,138947.0,Drama,6.446254071661252
4460,Legend,10.195,25000000,1872994,42425450,11,tt3569230,Legend,2015,132.0,7.0,138947.0,Drama,6.446254071661252
4462,Legend,10.542,25000000,15502112,23506237,4,tt3569230,Legend,2015,132.0,7.0,138947.0,Drama,6.446254071661252
4464,Legend,10.542,25000000,1872994,42425450,4,tt3569230,Legend,2015,132.0,7.0,138947.0,Drama,6.446254071661252
4466,Legend,10.195,25000000,15502112,23506237,11,tt3569230,Legend,2015,132.0,7.0,138947.0,Drama,6.446254071661252
4468,Legend,10.195,25000000,1872994,42425450,11,tt3569230,Legend,2015,132.0,7.0,138947.0,Drama,6.446254071661252
4469,The Descendants,10.444,20000000,82624961,175507800,11,tt1033575,The Descendants,2011,115.0,7.3,223464.0,Drama,6.446254071661252
4471,War Horse,10.378,70000000,79883359,156815529,12,tt1568911,War Horse,2011,146.0,7.2,136447.0,Drama,6.446254071661252
4472,Absentia,10.357000000000001,70000,0,8555,3,tt1610996,Absentia,2011,87.0,5.8,15507.0,Drama,6.446254071661252
4473,A Dangerous Method,10.352,20000000,5702083,14807531,11,tt1571222,A Dangerous Method,2011,99.0,6.4,93259.0,Drama,6.446254071661252
4474,Beginners,10.322000000000001,3200000,5790894,14314407,6,tt1532503,Beginners,2010,105.0,7.2,83770.0,Drama,6.446254071661252
4475,One Day,10.308,15000000,13843771,59168692,8,tt1563738,One Day,2011,107.0,7.0,128094.0,Drama,6.446254071661252
4478,Footloose,10.269,24000000,51802742,62989834,10,tt1068242,Footloose,2011,113.0,5.9,43251.0,Drama,6.446254071661252
4479,Footloose,10.269,8200000,80000000,80000000,10,tt1068242,Footloose,2011,113.0,5.9,43251.0,Drama,6.446254071661252
4480,Ironclad,10.202,25000000,0,5297411,7,tt1233301,Ironclad,2011,121.0,6.2,38477.0,Drama,6.446254071661252
4481,Carnage,10.181000000000001,25000000,2546747,38112154,12,tt1692486,Carnage,2011,80.0,7.2,111372.0,Drama,6.446254071661252
4482,The Artist,10.155,16000000,44667095,128256712,10,tt1655442,The Artist,2011,100.0,7.9,217184.0,Drama,6.446254071661252
4483,Beastly,10.136000000000001,17000000,27865571,38028230,3,tt1152398,Beastly,2011,86.0,5.6,72599.0,Drama,6.446254071661252
4486,The Ides of March,10.127,23000000,40962534,77735925,10,tt1124035,The Ides of March,2011,101.0,7.1,207417.0,Drama,6.446254071661252
4487,Like Crazy,10.091000000000001,250000,3395391,3728400,10,tt1758692,Like Crazy,2011,86.0,6.7,55841.0,Drama,6.446254071661252
4488,Another Earth,10.03,175000,1321194,2102779,7,tt1549572,Another Earth,2011,92.0,7.0,85839.0,Drama,6.446254071661252
4489,Haywire,10.015,23000000,18942396,36374700,11,tt1506999,Haywire,2011,93.0,5.8,78681.0,Drama,6.446254071661252
4490,We Bought a Zoo,9.931000000000001,50000000,75624550,118729073,12,tt1389137,We Bought a Zoo,2011,124.0,7.1,126849.0,Drama,6.446254071661252
4491,Hanna,9.709,30000000,40259119,65343694,4,tt0993842,Hanna,2011,111.0,6.8,179178.0,Drama,6.446254071661252
4492,The Rite,9.676,37000000,33047633,97143987,1,tt1161864,The Rite,2011,114.0,6.0,85604.0,Drama,6.446254071661252
4493,The Dilemma,9.517999999999999,70000000,48475290,70546865,1,tt1578275,The Dilemma,2011,111.0,5.3,48148.0,Drama,6.446254071661252
4494,Margin Call,9.498,3400000,5353586,20433227,10,tt1615147,Margin Call,2011,107.0,7.1,107264.0,Drama,6.446254071661252
4495,Martha Marcy May Marlene,9.477,1000000,2981038,5438911,10,tt1441326,Martha Marcy May Marlene,2011,102.0,6.9,45873.0,Drama,6.446254071661252
4497,Dream House,9.047,50000000,21302340,41642166,9,tt1462041,Dream House,2011,84.0,6.0,59714.0,Drama,6.446254071661252
4498,The Iron Lady,8.987,14000000,29959436,115592104,12,tt1007029,The Iron Lady,2011,105.0,6.4,96066.0,Drama,6.446254071661252
4499,Nine Dead,8.882,2000000,0,0,3,tt0959329,Nine Dead,2010,98.0,5.5,11358.0,Drama,6.446254071661252
4500,"Jeff, Who Lives at Home",8.821,10000000,4269426,4708127,9,tt1588334,"Jeff, Who Lives at Home",2011,83.0,6.5,60070.0,Drama,6.446254071661252
4501,Straw Dogs,8.749,25000000,10324441,11253821,9,tt0999913,Straw Dogs,2011,110.0,5.8,30924.0,Drama,6.446254071661252
4502,Margaret,8.747,14000000,47185,623292,9,tt0466893,Margaret,2011,150.0,6.5,14708.0,Drama,6.446254071661252
4503,The Art of Getting By,8.695,4000000,1430241,1989035,6,tt1645080,The Art of Getting By,2011,83.0,6.6,53682.0,Drama,6.446254071661252
4504,5 Days of War,8.689,12000000,17479,87793,8,tt1486193,5 Days of War,2011,113.0,5.6,13089.0,Drama,6.446254071661252
4505,J. Edgar,8.628,35000000,37306030,84606030,11,tt1616195,J. Edgar,2011,137.0,6.6,115925.0,Drama,6.446254071661252
4506,Our Idiot Brother,8.523,5000000,24814830,25861249,8,tt1637706,Our Idiot Brother,2011,90.0,6.4,80738.0,Drama,6.446254071661252
4507,The Innkeepers,8.494,750000,78396,1011535,12,tt1594562,The Innkeepers,2011,101.0,5.5,31089.0,Drama,6.446254071661252
4509,Soul Surfer,8.459,18000000,43853424,47158652,4,tt1596346,Soul Surfer,2011,112.0,7.1,41659.0,Drama,6.446254071661252
4510,The Eagle,8.443,25000000,19490041,38993548,2,tt1034389,The Eagle,2011,114.0,6.2,61475.0,Drama,6.446254071661252
4511,Young Adult,8.335,12000000,16311571,22750356,12,tt1625346,Young Adult,2011,94.0,6.3,74071.0,Drama,6.446254071661252
4512,Weekend,8.326,190000,484592,1577585,9,tt1714210,Weekend,2011,97.0,7.6,25424.0,Drama,6.446254071661252
4513,Trolljegeren,8.221,3500000,253444,5706638,6,tt1740707,Trollhunter,2010,103.0,7.0,63470.0,Drama,6.446254071661252
4514,The Roommate,8.134,16000000,37300107,52545707,2,tt1265990,The Roommate,2011,91.0,4.9,33062.0,Drama,6.446254071661252
4515,Anonymous,8.113999999999999,27500000,4463292,15815509,10,tt1521197,Anonymous,2011,130.0,6.9,37932.0,Drama,6.446254071661252
4516,Mientras duermes,7.9,5000000,0,9109597,12,tt1437358,Sleep Tight,2011,102.0,7.2,33695.0,Drama,6.446254071661252
4517,Mientras duermes,7.9,5000000,0,9109597,12,tt1437358,Sleep Tight,2011,102.0,7.2,33695.0,Drama,6.446254071661252
4518,A Little Bit of Heaven,7.87,12500000,10011,1100287,2,tt1440161,A Little Bit of Heaven,2011,106.0,6.3,26441.0,Drama,6.446254071661252
4519,Trust,7.805,4000000,120016,120016,4,tt1529572,Trust,2010,106.0,6.9,39422.0,Drama,6.446254071661252
4522,The Divide,7.778,3000000,18000,156362,3,tt1535616,The Divide,2011,112.0,5.8,33603.0,Drama,6.446254071661252
4523,The Divide,1.5519999999999998,3000000,18000,156362,1,tt1535616,The Divide,2011,112.0,5.8,33603.0,Drama,6.446254071661252
4524,Polisse,7.682,8900000,176988,22744132,11,tt1661420,Polisse,2011,127.0,7.3,12506.0,Drama,6.446254071661252
4525,The Son of No One,7.586,15000000,30680,1148578,11,tt1535612,The Son of No One,2011,90.0,5.1,15743.0,Drama,6.446254071661252
4526,Something Borrowed,7.567,35000000,39046489,65084116,5,tt0491152,Something Borrowed,2011,112.0,5.9,54314.0,Drama,6.446254071661252
4527,The Devil's Double,7.505,19100000,1361512,5965646,7,tt1270262,The Devil's Double,2011,109.0,7.1,58342.0,Drama,6.446254071661252
4528,Everything Must Go,7.492999999999999,5000000,2712131,2821010,5,tt1531663,Everything Must Go,2010,97.0,6.4,45799.0,Drama,6.446254071661252
4529,Sanctum,7.457000000000001,30000000,23209310,108957098,2,tt0881320,Sanctum,2011,108.0,5.9,51318.0,Drama,6.446254071661252
4530,Submarine,7.412000000000001,1900000,467602,4581937,6,tt1440292,Submarine,2010,97.0,7.3,79810.0,Drama,6.446254071661252
4531,Courageous,7.406000000000001,2000000,34522221,35185884,9,tt1630036,Courageous,2011,129.0,7.0,17586.0,Drama,6.446254071661252
4532,The Beaver,7.357,21000000,970816,5046038,5,tt1321860,The Beaver,2011,91.0,6.7,45173.0,Drama,6.446254071661252
4533,Restless,7.268,8000000,163753,2772511,9,tt1498569,Restless,2011,91.0,6.8,16736.0,Drama,6.446254071661252
4536,Larry Crowne,7.261,30000000,35608245,61449135,6,tt1583420,Larry Crowne,2011,98.0,6.1,58927.0,Drama,6.446254071661252
4537,Sound of My Voice,7.212000000000001,135000,408015,429448,1,tt1748207,Sound of My Voice,2011,85.0,6.6,19387.0,Drama,6.446254071661252
4538,Elle s'appelait Sarah,7.132000000000001,14500000,7691700,25480031,7,tt1668200,Sarah's Key,2010,111.0,7.5,15067.0,Drama,6.446254071661252
4539,Kill the Irishman,7.13,12000000,1188194,1188194,3,tt1416801,Kill the Irishman,2011,106.0,7.1,41504.0,Drama,6.446254071661252
4540,Silent House,7.079,2000000,12739737,16610760,1,tt1767382,Silent House,2011,86.0,5.3,20831.0,Drama,6.446254071661252
4542,Prom,6.9110000000000005,8000000,10130219,10763183,4,tt1604171,Prom,2011,104.0,5.4,14279.0,Drama,6.446254071661252
4544,The Conspirator,6.492999999999999,25000000,11538204,15907411,4,tt0968264,The Conspirator,2010,122.0,6.9,26416.0,Drama,6.446254071661252
4545,Albert Nobbs,6.277,7500000,3014696,8539003,12,tt1602098,Albert Nobbs,2011,113.0,6.7,22213.0,Drama,6.446254071661252
4546,Water for Elephants,6.209,38000000,58709717,116809717,4,tt1067583,Water for Elephants,2011,120.0,6.9,105812.0,Drama,6.446254071661252
4548,Le Havre,5.973,5500000,611709,13480196,10,tt1508675,Le Havre,2011,93.0,7.2,18490.0,Drama,6.446254071661252
4549,A Better Life,5.885,10000000,1759252,1884251,6,tt1554091,A Better Life,2011,98.0,7.2,14602.0,Drama,6.446254071661252
4550,A Better Life,0.6,10000000,1759252,1884251,5,tt1554091,A Better Life,2011,98.0,7.2,14602.0,Drama,6.446254071661252
4553,Beautiful Boy,5.872000000000001,25000000,7634767,13031424,6,tt1226837,Beautiful Boy,2018,120.0,7.3,30368.0,Drama,6.446254071661252
4555,Beautiful Boy,17.409000000000002,25000000,7634767,13031424,10,tt1226837,Beautiful Boy,2018,120.0,7.3,30368.0,Drama,6.446254071661252
4575,Cargo,1.925,4200000,0,313230,10,tt3860916,Cargo,2017,105.0,6.3,27339.0,Drama,6.446254071661252
4579,Cargo,2.457,4200000,0,313230,5,tt3860916,Cargo,2017,105.0,6.3,27339.0,Drama,6.446254071661252
4583,Cargo,12.552,4200000,0,313230,4,tt3860916,Cargo,2017,105.0,6.3,27339.0,Drama,6.446254071661252
4591,Wild Card,0.917,30000000,3200,4315789,1,tt2231253,Wild Card,2015,92.0,5.6,46463.0,Drama,6.446254071661252
4592,Wild Card,22.504,30000000,3200,4315789,1,tt2231253,Wild Card,2015,92.0,5.6,46463.0,Drama,6.446254071661252
4603,The D Train,0.6,3000000,669688,772366,1,tt2690138,The D Train,2015,101.0,5.0,10066.0,Drama,6.446254071661252
4604,The D Train,6.465,3000000,669688,772366,5,tt2690138,The D Train,2015,101.0,5.0,10066.0,Drama,6.446254071661252
4608,Paranoia,0.6,40000000,7388654,16340767,6,tt1413495,Paranoia,2013,106.0,5.7,33149.0,Drama,6.446254071661252
4609,Paranoia,7.6739999999999995,40000000,7388654,16340767,8,tt1413495,Paranoia,2013,106.0,5.7,33149.0,Drama,6.446254071661252
4610,Paranoia,0.6,40000000,7388654,16340767,5,tt1413495,Paranoia,2013,106.0,5.7,33149.0,Drama,6.446254071661252
4611,Paranoia,0.6,40000000,7388654,16340767,6,tt1413495,Paranoia,2013,106.0,5.7,33149.0,Drama,6.446254071661252
4612,Snitch,0.6,15000000,42930462,57907734,1,tt0882977,Snitch,2013,112.0,6.5,78142.0,Drama,6.446254071661252
4613,Snitch,0.6,850000,0,0,1,tt0882977,Snitch,2013,112.0,6.5,78142.0,Drama,6.446254071661252
4614,Snitch,16.673,15000000,42930462,57907734,2,tt0882977,Snitch,2013,112.0,6.5,78142.0,Drama,6.446254071661252
4615,Snitch,16.673,850000,0,0,2,tt0882977,Snitch,2013,112.0,6.5,78142.0,Drama,6.446254071661252
4616,Django Unchained,21.26,100000000,162805434,449948323,12,tt1853728,Django Unchained,2012,165.0,8.4,1211405.0,Drama,6.446254071661252
4617,Snow White and the Huntsman,21.233,170000000,155136755,401021746,6,tt1735898,Snow White and the Huntsman,2012,127.0,6.1,258938.0,Drama,6.446254071661252
4618,Looper,16.779,30000000,66486205,170466405,9,tt1276104,Looper,2012,113.0,7.4,500595.0,Drama,6.446254071661252
4619,Argo,15.793,44500000,136025503,227140757,10,tt1024648,Argo,2012,120.0,7.7,534683.0,Drama,6.446254071661252
4620,Silver Linings Playbook,15.350999999999999,21000000,132092958,236412453,12,tt1045658,Silver Linings Playbook,2012,122.0,7.7,621018.0,Drama,6.446254071661252
4621,The Perks of Being a Wallflower,15.148,13000000,17742948,33069303,9,tt1659337,The Perks of Being a Wallflower,2012,103.0,8.0,422671.0,Drama,6.446254071661252
4622,Life of Pi,15.0,120000000,124987022,620912003,11,tt0454876,Life of Pi,2012,127.0,7.9,535836.0,Drama,6.446254071661252
4623,Cloud Atlas,14.681,102000000,27108272,130673154,10,tt1371111,Cloud Atlas,2012,172.0,7.4,326473.0,Drama,6.446254071661252
4624,Zero Dark Thirty,14.239,52500000,95720716,134612435,12,tt1790885,Zero Dark Thirty,2012,157.0,7.4,251072.0,Drama,6.446254071661252
4625,Moonrise Kingdom,14.085999999999999,16000000,45512466,68848446,5,tt1748122,Moonrise Kingdom,2012,94.0,7.8,291750.0,Drama,6.446254071661252
4626,Killer Joe,13.742,10000000,1291645,4659110,7,tt1726669,Killer Joe,2011,102.0,6.7,67842.0,Drama,6.446254071661252
4627,Magic Mike,13.7,7000000,113721571,170549753,6,tt1915581,Magic Mike,2012,110.0,6.1,123955.0,Drama,6.446254071661252
4628,Mirror Mirror,13.220999999999998,85000000,64935167,173613482,3,tt1667353,Mirror Mirror,2012,106.0,5.6,79510.0,Drama,6.446254071661252
4629,End of Watch,13.152000000000001,15000000,41003371,57586606,9,tt1855199,End of Watch,2012,109.0,7.6,211308.0,Drama,6.446254071661252
4630,The Lucky One,13.14,25000000,60457138,96633833,4,tt1327194,The Lucky One,2012,101.0,6.5,94359.0,Drama,6.446254071661252
4631,The Vow,13.046,30000000,125014030,197618160,2,tt1606389,The Vow,2012,104.0,6.8,173629.0,Drama,6.446254071661252
4632,The Master,12.829,37500000,16247159,50647416,9,tt1560747,The Master,2012,138.0,7.1,131365.0,Drama,6.446254071661252
4633,The Woman in Black,12.780999999999999,15000000,54333290,128955898,2,tt1596365,The Woman in Black,2012,95.0,6.4,165357.0,Drama,6.446254071661252
4634,Lincoln,12.693,65000000,182207973,273346281,11,tt0443272,Lincoln,2012,150.0,7.4,228701.0,Drama,6.446254071661252
4635,Chronicle,12.556,12000000,64575175,123681790,2,tt1706593,Chronicle,2012,84.0,7.1,229258.0,Drama,6.446254071661252
4636,LOL,12.43,11000000,0,10431506,5,tt1592873,LOL,2012,97.0,4.4,51424.0,Drama,6.446254071661252
4637,Contraband,12.357000000000001,25000000,66528000,98406855,1,tt1524137,Contraband,2012,109.0,6.5,111709.0,Drama,6.446254071661252
4638,What to Expect When You're Expecting,12.27,37500000,41152203,88473016,5,tt1586265,What to Expect When You're Expecting,2012,110.0,5.7,65890.0,Drama,6.446254071661252
4639,Act of Valor,12.197000000000001,12000000,70012847,82497035,2,tt1591479,Act of Valor,2012,110.0,6.5,63787.0,Drama,6.446254071661252
4640,Lawless,12.147,26000000,37397291,54393687,8,tt1212450,Lawless,2012,116.0,7.3,214055.0,Drama,6.446254071661252
4641,Arbitrage,12.14,12000000,7919574,35830713,9,tt1764183,Arbitrage,2012,107.0,6.6,46774.0,Drama,6.446254071661252
4642,Flight,11.692,31000000,93772375,160558438,11,tt1907668,Flight,2012,138.0,7.3,303009.0,Drama,6.446254071661252
4643,Rock of Ages,11.369000000000002,70000000,38518613,61031932,6,tt1336608,Rock of Ages,2012,123.0,5.9,69910.0,Drama,6.446254071661252
4644,The First Time,11.25,2000000,17061,17061,10,tt1763303,The First Time,2012,95.0,6.9,62589.0,Drama,6.446254071661252
4645,The Iceman,11.248,10000000,1930282,3623609,9,tt1491044,The Iceman,2012,106.0,6.9,65571.0,Drama,6.446254071661252
4646,Step Up Revolution,10.925,33000000,35074677,165552290,7,tt1800741,Step Up Revolution,2012,99.0,6.5,51295.0,Drama,6.446254071661252
4647,Amour,10.705,9700000,6738954,36787044,12,tt1602620,Amour,2012,127.0,7.9,84960.0,Drama,6.446254071661252
4648,Red Tails,10.247,58000000,49876377,50365498,1,tt0485985,Red Tails,2012,125.0,5.9,31815.0,Drama,6.446254071661252
4649,Anna Karenina,9.987,49000000,12816367,71004627,11,tt1781769,Anna Karenina,2012,129.0,6.6,84668.0,Drama,6.446254071661252
4651,Deadfall,9.491,6000000,66351,1673635,12,tt1667310,Deadfall,2012,95.0,6.3,36491.0,Drama,6.446254071661252
4652,Frances Ha,9.42,3000000,4067398,11262769,5,tt2347569,Frances Ha,2012,86.0,7.4,60026.0,Drama,6.446254071661252
4653,Frances Ha,9.42,3000000,4067398,11262769,5,tt2347569,Frances Ha,2012,86.0,7.4,60026.0,Drama,6.446254071661252
4654,The Odd Life of Timothy Green,9.216000000000001,40000000,51853450,55249159,8,tt1462769,The Odd Life of Timothy Green,2012,105.0,6.6,42770.0,Drama,6.446254071661252
4655,Safety Not Guaranteed,9.214,750000,4010957,4422318,6,tt1862079,Safety Not Guaranteed,2012,86.0,7.0,111907.0,Drama,6.446254071661252
4656,People Like Us,9.078,16000000,12431792,12617472,6,tt1716777,People Like Us,2012,114.0,7.1,39618.0,Drama,6.446254071661252
4658,The Guilt Trip,8.939,40000000,37134215,41294674,12,tt1694020,The Guilt Trip,2012,95.0,5.8,33702.0,Drama,6.446254071661252
4659,On the Road,8.919,25000000,720828,9313302,12,tt0337692,On the Road,2012,124.0,6.1,37886.0,Drama,6.446254071661252
