,movie,popularity,production_budget,domestic_gross,worldwide_gross,release_month,movie_id,primary_title,start_year,runtime_minutes,averagerating,numvotes,genre_list,genre_rating
882,Godzilla,24.982,125000000,136314294,376000000,5,tt0831387,Godzilla,2014,123.0,6.4,350687.0,Adventure,6.408842105263146
883,Hercules,23.921999999999997,100000000,72688614,243388614,7,tt1267297,Hercules,2014,98.0,6.0,137287.0,Adventure,6.408842105263146
884,Hercules,23.921999999999997,70000000,99112101,250700000,7,tt1267297,Hercules,2014,98.0,6.0,137287.0,Adventure,6.408842105263146
885,Transformers: Age of Extinction,20.961,210000000,245439076,1104039076,6,tt2109248,Transformers: Age of Extinction,2014,165.0,5.7,283486.0,Adventure,6.408842105263146
886,Penguins of Madagascar,20.899,132000000,83350911,366942531,11,tt1911658,Penguins of Madagascar,2014,92.0,6.7,72551.0,Adventure,6.408842105263146
887,The Amazing Spider-Man 2,20.846999999999998,200000000,202853933,708996336,5,tt1872181,The Amazing Spider-Man 2,2014,142.0,6.6,388363.0,Adventure,6.408842105263146
888,Night at the Museum: Secret of the Tomb,20.064,127000000,113746621,353756621,12,tt2692250,Night at the Museum: Secret of the Tomb,2014,98.0,6.2,93103.0,Adventure,6.408842105263146
889,The Lego Movie,19.375,60000000,257784718,457729388,2,tt1490017,The Lego Movie,2014,100.0,7.8,304179.0,Adventure,6.408842105263146
890,Maleficent,19.274,180000000,241407328,758536735,5,tt1587310,Maleficent,2014,97.0,7.0,305832.0,Adventure,6.408842105263146
891,The Expendables 3,18.797,100000000,39322544,209461378,8,tt2333784,The Expendables 3,2014,126.0,6.1,156432.0,Adventure,6.408842105263146
892,The Grand Budapest Hotel,18.31,31000000,59076019,163981261,3,tt2278388,The Grand Budapest Hotel,2014,99.0,8.1,633604.0,Adventure,6.408842105263146
893,Rio 2,18.11,130000000,131538435,492846291,4,tt2357291,Rio 2,2014,101.0,6.3,72209.0,Adventure,6.408842105263146
894,Captain America: The Winter Soldier,18.073,170000000,259746958,714401889,4,tt1843866,Captain America: The Winter Soldier,2014,136.0,7.8,666252.0,Adventure,6.408842105263146
895,Divergent,16.982,85000000,150947895,276014965,3,tt1840309,Divergent,2014,139.0,6.7,399703.0,Adventure,6.408842105263146
896,Dumb and Dumber To,15.964,40000000,86208010,156553592,11,tt2096672,Dumb and Dumber To,2014,109.0,5.6,118646.0,Adventure,6.408842105263146
897,The Legend of Hercules,13.754000000000001,70000000,18848538,58953319,1,tt1043726,The Legend of Hercules,2014,99.0,4.2,50352.0,Adventure,6.408842105263146
898,Into the Woods,13.725999999999999,56200000,128002372,213116401,12,tt2180411,Into the Woods,2014,125.0,6.0,123577.0,Adventure,6.408842105263146
899,Mr. Peabody & Sherman,12.812999999999999,145000000,111506430,269806430,3,tt0864835,Mr. Peabody & Sherman,2014,92.0,6.8,57277.0,Adventure,6.408842105263146
900,The Book of Life,11.392000000000001,50000000,50151543,97651543,10,tt2262227,The Book of Life,2014,95.0,7.3,59486.0,Adventure,6.408842105263146
901,The Boxtrolls,11.219000000000001,60000000,50837305,111946251,9,tt0787474,The Boxtrolls,2014,96.0,6.8,50763.0,Adventure,6.408842105263146
902,"As Above, So Below",10.613,5000000,21222315,41824066,8,tt2870612,"As Above, So Below",2014,93.0,6.2,66892.0,Adventure,6.408842105263146
903,The Nut Job,10.501,30000000,64251538,122529966,1,tt1821658,The Nut Job,2014,85.0,5.7,24587.0,Adventure,6.408842105263146
904,Wild,10.097999999999999,15000000,37880356,52460543,12,tt2305051,Wild,2014,115.0,7.1,110138.0,Adventure,6.408842105263146
905,Wild,1.045,15000000,37880356,52460543,1,tt2305051,Wild,2014,115.0,7.1,110138.0,Adventure,6.408842105263146
907,Muppets Most Wanted,9.118,55000000,51178893,79312301,3,tt2281587,Muppets Most Wanted,2014,107.0,6.4,29018.0,Adventure,6.408842105263146
908,Into the Storm,8.884,50000000,47602194,150429371,8,tt2106361,Into the Storm,2014,89.0,5.8,60894.0,Adventure,6.408842105263146
909,The Young and Prodigious T.S. Spivet,7.285,33000000,176847,357687,10,tt1981107,The Young and Prodigious T.S. Spivet,2013,105.0,7.1,15372.0,Adventure,6.408842105263146
910,Earth to Echo,7.189,13000000,38934842,42174545,7,tt2183034,Earth to Echo,2014,91.0,5.8,17627.0,Adventure,6.408842105263146
912,Avengers: Age of Ultron,44.383,330600000,459005868,1403013963,5,tt2395427,Avengers: Age of Ultron,2015,141.0,7.3,665594.0,Adventure,6.408842105263146
913,Ant-Man,32.715,130000000,180202163,518858449,7,tt0478970,Ant-Man,2015,117.0,7.3,501213.0,Adventure,6.408842105263146
914,Spectre,30.318,300000000,200074175,879620923,11,tt2379713,Spectre,2015,148.0,6.8,352504.0,Adventure,6.408842105263146
915,Spectre,30.318,300000000,200074175,879620923,11,tt2379713,Spectre,2015,148.0,6.8,352504.0,Adventure,6.408842105263146
916,Mad Max: Fury Road,28.099,150000000,153636354,370098020,5,tt1392190,Mad Max: Fury Road,2015,120.0,8.1,780910.0,Adventure,6.408842105263146
917,San Andreas,27.414,110000000,155190832,456258539,5,tt2126355,San Andreas,2015,114.0,6.1,192750.0,Adventure,6.408842105263146
918,Jupiter Ascending,24.058000000000003,179000000,47482519,181982519,2,tt1617661,Jupiter Ascending,2015,127.0,5.3,166327.0,Adventure,6.408842105263146
919,The Martian,22.855999999999998,108000000,228433663,655271443,10,tt3659388,The Martian,2015,144.0,8.0,680116.0,Adventure,6.408842105263146
920,The Martian,22.855999999999998,108000000,228433663,655271443,10,tt3659388,The Martian,2015,144.0,8.0,680116.0,Adventure,6.408842105263146
921,Seventh Son,22.855999999999998,95000000,17725785,108874967,2,tt1121096,Seventh Son,2014,102.0,5.5,66565.0,Adventure,6.408842105263146
922,Jurassic World,20.709,215000000,652270625,1648854864,6,tt0369610,Jurassic World,2015,124.0,7.0,539338.0,Adventure,6.408842105263146
923,Tomorrowland,20.136,170000000,93436322,206627518,5,tt1964418,Tomorrowland,2015,130.0,6.4,161343.0,Adventure,6.408842105263146
924,Everest,19.9,65000000,43482270,221297061,9,tt2719848,Everest,2015,121.0,7.1,181133.0,Adventure,6.408842105263146
925,Everest,19.9,65000000,43482270,221297061,9,tt2719848,Everest,2015,121.0,7.1,181133.0,Adventure,6.408842105263146
926,The Hunger Games: Mockingjay - Part 2,19.487000000000002,160000000,281723902,648986787,11,tt1951266,The Hunger Games: Mockingjay - Part 2,2015,137.0,6.6,252384.0,Adventure,6.408842105263146
927,The Hunger Games: Mockingjay - Part 2,19.487000000000002,160000000,281723902,648986787,11,tt1951266,The Hunger Games: Mockingjay - Part 2,2015,137.0,6.6,252384.0,Adventure,6.408842105263146
928,The Revenant,19.41,135000000,183637894,532938302,12,tt1663202,The Revenant,2015,156.0,8.0,621193.0,Adventure,6.408842105263146
929,The Revenant,19.41,135000000,183637894,532938302,12,tt1663202,The Revenant,2015,156.0,8.0,621193.0,Adventure,6.408842105263146
930,Goosebumps,18.957,58000000,80069458,158905324,10,tt1051904,Goosebumps,2015,103.0,6.3,72858.0,Adventure,6.408842105263146
931,Goosebumps,18.957,58000000,80069458,158905324,10,tt1051904,Goosebumps,2015,103.0,6.3,72858.0,Adventure,6.408842105263146
932,The Good Dinosaur,17.675,187500000,123087120,333771037,11,tt1979388,The Good Dinosaur,2015,93.0,6.7,91465.0,Adventure,6.408842105263146
933,The Good Dinosaur,17.675,187500000,123087120,333771037,11,tt1979388,The Good Dinosaur,2015,93.0,6.7,91465.0,Adventure,6.408842105263146
934,The Last Witch Hunter,16.685,80000000,27367660,130818912,10,tt1618442,The Last Witch Hunter,2015,106.0,6.0,86118.0,Adventure,6.408842105263146
935,The Last Witch Hunter,16.685,80000000,27367660,130818912,10,tt1618442,The Last Witch Hunter,2015,106.0,6.0,86118.0,Adventure,6.408842105263146
936,Fantastic Four,16.36,120000000,56117548,167849187,8,tt1502712,Fantastic Four,2015,100.0,4.3,140148.0,Adventure,6.408842105263146
937,Fantastic Four,16.36,87500000,154696080,333132750,8,tt1502712,Fantastic Four,2015,100.0,4.3,140148.0,Adventure,6.408842105263146
938,Alvin and the Chipmunks: The Road Chip,14.972999999999999,90000000,85886987,249517956,12,tt2974918,Alvin and the Chipmunks: The Road Chip,2015,92.0,5.1,14507.0,Adventure,6.408842105263146
939,Vice,14.640999999999998,60000000,47836282,70883171,1,tt3480796,Vice,2015,96.0,4.2,14436.0,Adventure,6.408842105263146
940,Vice,20.125,60000000,47836282,70883171,12,tt3480796,Vice,2015,96.0,4.2,14436.0,Adventure,6.408842105263146
941,In the Heart of the Sea,14.33,100000000,25020758,89693309,12,tt1390411,In the Heart of the Sea,2015,122.0,6.9,108628.0,Adventure,6.408842105263146
942,In the Heart of the Sea,14.33,100000000,25020758,89693309,12,tt1390411,In the Heart of the Sea,2015,122.0,6.9,108628.0,Adventure,6.408842105263146
943,Vacation,14.227,31000000,58884188,102306500,7,tt1524930,Vacation,2015,99.0,6.1,87582.0,Adventure,6.408842105263146
944,Hitman: Agent 47,14.082,35000000,22467450,82182803,8,tt2679042,Hitman: Agent 47,2015,96.0,5.7,80510.0,Adventure,6.408842105263146
945,The SpongeBob Movie: Sponge Out of Water,13.815,74000000,162994032,311013181,2,tt2279373,The SpongeBob Movie: Sponge Out of Water,2015,92.0,6.0,43560.0,Adventure,6.408842105263146
946,Paddington,13.565,55000000,76223578,258789097,1,tt1109624,Paddington,2014,95.0,7.2,84679.0,Adventure,6.408842105263146
947,The Transporter Refueled,13.427999999999999,22000000,16029670,69698495,9,tt2938956,The Transporter Refueled,2015,96.0,5.2,36201.0,Adventure,6.408842105263146
948,Pan,13.054,150000000,35088320,151525973,10,tt3332064,Pan,2015,111.0,5.8,55867.0,Adventure,6.408842105263146
949,Bone Tomahawk,11.890999999999998,2000000,0,475846,10,tt2494362,Bone Tomahawk,2015,132.0,7.1,70298.0,Adventure,6.408842105263146
950,The Walk,11.754000000000001,35000000,10161183,61492104,10,tt3488710,The Walk,2015,123.0,7.3,109714.0,Adventure,6.408842105263146
951,The Peanuts Movie,11.344000000000001,99000000,130178411,250091610,11,tt2452042,The Peanuts Movie,2015,88.0,7.1,39149.0,Adventure,6.408842105263146
952,The Peanuts Movie,11.344000000000001,99000000,130178411,250091610,11,tt2452042,The Peanuts Movie,2015,88.0,7.1,39149.0,Adventure,6.408842105263146
953,Minions,9.338,74000000,336045770,1160336173,7,tt2293640,Minions,2015,91.0,6.4,193917.0,Adventure,6.408842105263146
954,The Night Before,9.014,25000000,43035725,52427346,11,tt3530002,The Night Before,2015,101.0,6.4,58455.0,Adventure,6.408842105263146
955,The Night Before,9.014,25000000,43035725,52427346,11,tt3530002,The Night Before,2015,101.0,6.4,58455.0,Adventure,6.408842105263146
958,Max,7.766,20000000,42656255,43658157,6,tt3369806,Max,2015,111.0,6.8,23976.0,Adventure,6.408842105263146
961,A Walk in the Woods,6.935,8000000,29499394,37119358,9,tt1178665,A Walk in the Woods,2015,104.0,6.3,22033.0,Adventure,6.408842105263146
967,Moana,1.96,150000000,248757044,637517365,11,tt3521164,Moana,2016,107.0,7.6,224253.0,Adventure,6.408842105263146
968,Moana,4.419,150000000,248757044,637517365,11,tt3521164,Moana,2016,107.0,7.6,224253.0,Adventure,6.408842105263146
969,Moana,4.419,150000000,248757044,637517365,11,tt3521164,Moana,2016,107.0,7.6,224253.0,Adventure,6.408842105263146
971,X-Men: Apocalypse,39.293,178000000,155442489,542537546,5,tt3385516,X-Men: Apocalypse,2016,144.0,7.0,356556.0,Adventure,6.408842105263146
972,Captain America: Civil War,39.137,250000000,408084349,1140069413,5,tt3498820,Captain America: Civil War,2016,147.0,7.8,583507.0,Adventure,6.408842105263146
973,Deadpool,35.067,58000000,363070709,801025593,2,tt1431045,Deadpool,2016,108.0,8.0,820847.0,Adventure,6.408842105263146
974,Doctor Strange,33.035,165000000,232641920,676404566,11,tt1211837,Doctor Strange,2016,115.0,7.5,514510.0,Adventure,6.408842105263146
975,Doctor Strange,33.035,165000000,232641920,676404566,11,tt1211837,Doctor Strange,2016,115.0,7.5,514510.0,Adventure,6.408842105263146
976,Fantastic Beasts and Where to Find Them,28.563000000000002,180000000,234037575,802402853,11,tt3183660,Fantastic Beasts and Where to Find Them,2016,132.0,7.3,365353.0,Adventure,6.408842105263146
977,Fantastic Beasts and Where to Find Them,28.563000000000002,180000000,234037575,802402853,11,tt3183660,Fantastic Beasts and Where to Find Them,2016,132.0,7.3,365353.0,Adventure,6.408842105263146
978,Batman v Superman: Dawn of Justice,28.088,250000000,330360194,867500281,3,tt2975590,Batman v Superman: Dawn of Justice,2016,151.0,6.5,576909.0,Adventure,6.408842105263146
979,Zootopia,27.549,150000000,341268248,1019429616,3,tt2948356,Zootopia,2016,108.0,8.0,383446.0,Adventure,6.408842105263146
980,Now You See Me 2,25.805,90000000,65075540,328325007,6,tt3110958,Now You See Me 2,2016,129.0,6.5,216219.0,Adventure,6.408842105263146
981,Warcraft,21.464000000000002,160000000,47225655,425522281,6,tt0803096,Warcraft,2016,123.0,6.9,225557.0,Adventure,6.408842105263146
982,The Jungle Book,20.129,175000000,364001123,962854547,4,tt3040964,The Jungle Book,2016,106.0,7.4,240821.0,Adventure,6.408842105263146
983,The Jungle Book,20.129,27000000,44342956,44342956,4,tt3040964,The Jungle Book,2016,106.0,7.4,240821.0,Adventure,6.408842105263146
984,The BFG,20.08,140000000,55483770,199646680,7,tt3691740,The BFG,2016,117.0,6.4,69340.0,Adventure,6.408842105263146
985,Star Trek Beyond,19.142,185000000,158848340,335802233,7,tt2660888,Star Trek Beyond,2016,122.0,7.1,209844.0,Adventure,6.408842105263146
986,Gods of Egypt,18.517,140000000,31153464,138836756,2,tt2404233,Gods of Egypt,2016,127.0,5.4,95111.0,Adventure,6.408842105263146
987,The Magnificent Seven,18.487000000000002,90000000,93432655,162525156,9,tt2404435,The Magnificent Seven,2016,132.0,6.9,168514.0,Adventure,6.408842105263146
988,Ice Age: Collision Course,18.233,105000000,64063008,402156682,7,tt3416828,Ice Age: Collision Course,2016,94.0,5.7,48932.0,Adventure,6.408842105263146
989,Inferno,17.41,75000000,34343574,219519367,10,tt3062096,Inferno,2016,121.0,6.2,138978.0,Adventure,6.408842105263146
990,Inferno,17.41,75000000,34343574,219519367,10,tt3062096,Inferno,2016,121.0,6.2,138978.0,Adventure,6.408842105263146
991,Alice Through the Looking Glass,16.642,170000000,77042381,276928112,5,tt2567026,Alice Through the Looking Glass,2016,113.0,6.2,79951.0,Adventure,6.408842105263146
992,Suicide Squad,16.53,175000000,325100054,746059887,8,tt1386697,Suicide Squad,2016,123.0,6.0,533039.0,Adventure,6.408842105263146
993,Mechanic: Resurrection,16.302,40000000,21218403,109738840,8,tt3522806,Mechanic: Resurrection,2016,98.0,5.7,67275.0,Adventure,6.408842105263146
994,Trolls,16.285999999999998,125000000,153707064,344150134,11,tt1679335,Trolls,2016,92.0,6.5,63295.0,Adventure,6.408842105263146
995,Trolls,16.285999999999998,125000000,153707064,344150134,11,tt1679335,Trolls,2016,92.0,6.5,63295.0,Adventure,6.408842105263146
996,Kung Fu Panda 3,16.248,140000000,143528619,517599142,1,tt2267968,Kung Fu Panda 3,2016,95.0,7.1,116166.0,Adventure,6.408842105263146
997,Independence Day: Resurgence,15.732000000000001,165000000,103144286,384169424,6,tt1628841,Independence Day: Resurgence,2016,120.0,5.2,155344.0,Adventure,6.408842105263146
998,Finding Dory,15.392999999999999,200000000,486295561,1021215193,6,tt2277860,Finding Dory,2016,97.0,7.3,213542.0,Adventure,6.408842105263146
999,Sausage Party,15.232000000000001,19000000,97670358,141344255,8,tt1700841,Sausage Party,2016,89.0,6.2,159111.0,Adventure,6.408842105263146
1000,Teenage Mutant Ninja Turtles: Out of the Shadows,15.095999999999998,135000000,82051601,245328374,6,tt3949660,Teenage Mutant Ninja Turtles: Out of the Shadows,2016,112.0,6.0,77234.0,Adventure,6.408842105263146
1001,The Legend of Tarzan,14.797,180000000,126643061,348902025,7,tt0918940,The Legend of Tarzan,2016,110.0,6.3,150154.0,Adventure,6.408842105263146
1002,Kubo and the Two Strings,13.847000000000001,55000000,48023088,77548122,8,tt4302938,Kubo and the Two Strings,2016,101.0,7.8,105578.0,Adventure,6.408842105263146
1003,Ballerina,13.21,30000000,21858070,96892829,8,tt2261287,Leap!,2016,89.0,6.8,16582.0,Adventure,6.408842105263146
1004,Ballerina,13.21,30000000,21858070,96892829,8,tt2261287,Leap!,2016,89.0,6.8,16582.0,Adventure,6.408842105263146
1005,The 5th Wave,12.967,38000000,34912982,111336398,1,tt2304933,The 5th Wave,2016,112.0,5.2,90788.0,Adventure,6.408842105263146
1006,Hunt for the Wilderpeople,12.545,2500000,5205471,23845533,6,tt4698684,Hunt for the Wilderpeople,2016,101.0,7.9,87532.0,Adventure,6.408842105263146
1007,Storks,12.100999999999999,70000000,72679278,183353431,9,tt4624424,Storks,2016,87.0,6.8,50448.0,Adventure,6.408842105263146
1008,Mike and Dave Need Wedding Dates,11.675999999999998,33000000,46009673,75898100,7,tt2823054,Mike and Dave Need Wedding Dates,2016,98.0,6.0,74849.0,Adventure,6.408842105263146
1009,The Lost City of Z,11.048,30000000,8574339,17121823,4,tt1212428,The Lost City of Z,2016,141.0,6.6,66475.0,Adventure,6.408842105263146
1010,The Lost City of Z,11.048,30000000,8574339,17121823,4,tt1212428,The Lost City of Z,2016,141.0,6.6,66475.0,Adventure,6.408842105263146
1011,Silence,10.617,46500000,7100177,23726626,12,tt0490215,Silence,2016,161.0,7.2,85242.0,Adventure,6.408842105263146
1012,Silence,10.617,46500000,7100177,23726626,12,tt0490215,Silence,2016,161.0,7.2,85242.0,Adventure,6.408842105263146
1013,Hardcore Henry,10.459000000000001,2000000,9252038,17187434,4,tt3072482,Hardcore Henry,2015,96.0,6.7,78226.0,Adventure,6.408842105263146
1014,Ben-Hur,10.11,95000000,26410477,91669648,8,tt2638144,Ben-Hur,2016,123.0,5.7,37975.0,Adventure,6.408842105263146
1015,Ben-Hur,10.11,15000000,73000000,73259017,8,tt2638144,Ben-Hur,2016,123.0,5.7,37975.0,Adventure,6.408842105263146
1016,Risen,10.089,20000000,36880033,46255763,2,tt3231054,Risen,2016,107.0,6.3,22813.0,Adventure,6.408842105263146
1017,Swiss Army Man,10.0,3000000,4210454,5837111,6,tt4034354,Swiss Army Man,2016,97.0,7.0,91736.0,Adventure,6.408842105263146
1018,The Secret Life of Pets,9.908999999999999,75000000,368384330,886750534,7,tt2709768,The Secret Life of Pets,2016,87.0,6.5,161997.0,Adventure,6.408842105263146
1022,Max Steel,8.88,10000000,3818664,4563080,10,tt1472584,Max Steel,2016,92.0,4.6,16788.0,Adventure,6.408842105263146
1023,Max Steel,8.88,10000000,3818664,4563080,10,tt1472584,Max Steel,2016,92.0,4.6,16788.0,Adventure,6.408842105263146
1024,American Honey,8.777999999999999,3500000,663247,2611750,9,tt3721936,American Honey,2016,163.0,7.0,31663.0,Adventure,6.408842105263146
1035,Spider-Man: Homecoming,46.775,175000000,334201140,880166350,7,tt2250912,Spider-Man: Homecoming,2017,133.0,7.5,426302.0,Adventure,6.408842105263146
1036,Thor: Ragnarok,43.45,180000000,315058289,846980024,11,tt3501632,Thor: Ragnarok,2017,130.0,7.9,482995.0,Adventure,6.408842105263146
1037,Thor: Ragnarok,43.45,180000000,315058289,846980024,11,tt3501632,Thor: Ragnarok,2017,130.0,7.9,482995.0,Adventure,6.408842105263146
1038,Justice League,34.953,300000000,229024295,655945209,11,tt0974015,Justice League,2017,120.0,6.5,329135.0,Adventure,6.408842105263146
1039,Justice League,34.953,300000000,229024295,655945209,11,tt0974015,Justice League,2017,120.0,6.5,329135.0,Adventure,6.408842105263146
1040,Kong: Skull Island,29.388,185000000,168052812,561072059,3,tt3731562,Kong: Skull Island,2017,118.0,6.6,237720.0,Adventure,6.408842105263146
1041,Pirates of the Caribbean: Dead Men Tell No Tales,28.101,230000000,172558876,788241137,5,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129.0,6.6,228592.0,Adventure,6.408842105263146
1042,Coco,25.961,175000000,209726015,798008101,11,tt2380307,Coco,2017,105.0,8.4,277194.0,Adventure,6.408842105263146
